# Species	Genes	Alg.-Conn.	s6.faa	s7.faa	s5.faa	s3.faa	s4.faa	s2.faa	s1.faa
7	7	1	lcl|NC_009782.1_prot_WP_001838204.1_2433	lcl|NC_009641.1_prot_WP_000230173.1_2485	lcl|NC_002758.2_prot_WP_001838204.1_2432	lcl|NC_017333.1_prot_WP_001807871.1_2420	lcl|NC_002745.2_prot_WP_000230173.1_2325	lcl|NC_007622.1_prot_WP_011382365.1_2308	lcl|NC_007795.1_prot_YP_501000.1_2299
7	7	1	lcl|NC_009782.1_prot_WP_010922818.1_241	lcl|NC_009641.1_prot_WP_001789851.1_193	lcl|NC_002758.2_prot_WP_010922818.1_241	lcl|NC_017333.1_prot_WP_074347669.1_250	lcl|NC_002745.2_prot_WP_010922818.1_241	lcl|NC_007622.1_prot_WP_078062695.1_193	lcl|NC_007795.1_prot_YP_498797.1_183
6	6	1	lcl|NC_009782.1_prot_WP_010922821.1_362	lcl|NC_009641.1_prot_WP_001795631.1_392	lcl|NC_002758.2_prot_WP_010922821.1_362	*	lcl|NC_002745.2_prot_WP_010922821.1_361	lcl|NC_007622.1_prot_WP_001804003.1_328	lcl|NC_007795.1_prot_YP_498917.1_300
7	7	1	lcl|NC_009782.1_prot_WP_010922824.1_650	lcl|NC_009641.1_prot_WP_001790232.1_670	lcl|NC_002758.2_prot_WP_010922824.1_649	lcl|NC_017333.1_prot_WP_010922824.1_724	lcl|NC_002745.2_prot_WP_010922824.1_622	lcl|NC_007622.1_prot_WP_000143691.1_618	lcl|NC_007795.1_prot_YP_499177.1_553
6	6	1	lcl|NC_009782.1_prot_WP_010924776.1_2704	lcl|NC_009641.1_prot_WP_000586392.1_2756	lcl|NC_002758.2_prot_WP_010924776.1_2703	lcl|NC_017333.1_prot_WP_000586373.1_2677	lcl|NC_002745.2_prot_WP_001557523.1_2595	lcl|NC_007622.1_prot_WP_042852828.1_2564	*
7	7	1	lcl|NC_009782.1_prot_WP_010956583.1_2829	lcl|NC_009641.1_prot_WP_010956583.1_2882	lcl|NC_002758.2_prot_WP_010956583.1_2828	lcl|NC_017333.1_prot_WP_031774855.1_2797	lcl|NC_002745.2_prot_WP_010956583.1_2728	lcl|NC_007622.1_prot_WP_010956583.1_2685	lcl|NC_007795.1_prot_YP_501399.1_2669
7	7	1	lcl|NC_009782.1_prot_WP_011443618.1_556	lcl|NC_009641.1_prot_WP_011443618.1_562	lcl|NC_002758.2_prot_WP_011443618.1_555	lcl|NC_017333.1_prot_WP_000882071.1_621	lcl|NC_002745.2_prot_WP_011443618.1_528	lcl|NC_007622.1_prot_WP_011443618.1_518	lcl|NC_007795.1_prot_YP_499076.1_455
7	7	1	lcl|NC_009782.1_prot_WP_011443624.1_1019	lcl|NC_009641.1_prot_WP_011443624.1_938	lcl|NC_002758.2_prot_WP_011443624.1_1018	lcl|NC_017333.1_prot_WP_011443624.1_983	lcl|NC_002745.2_prot_WP_011443624.1_903	lcl|NC_007622.1_prot_WP_011443624.1_889	lcl|NC_007795.1_prot_YP_499440.1_808
7	7	1	lcl|NC_009782.1_prot_WP_011443634.1_1566	lcl|NC_009641.1_prot_WP_011443634.1_1559	lcl|NC_002758.2_prot_WP_011443634.1_1565	lcl|NC_017333.1_prot_WP_000389530.1_1548	lcl|NC_002745.2_prot_WP_011443634.1_1450	lcl|NC_007622.1_prot_WP_078062713.1_1444	lcl|NC_007795.1_prot_YP_499998.1_1343
7	7	1	lcl|NC_009782.1_prot_WP_011443661.1_2713	lcl|NC_009641.1_prot_WP_011443661.1_2766	lcl|NC_002758.2_prot_WP_011443661.1_2712	lcl|NC_017333.1_prot_WP_011443661.1_2690	lcl|NC_002745.2_prot_WP_011443661.1_2604	lcl|NC_007622.1_prot_WP_078062730.1_2574	lcl|NC_007795.1_prot_YP_501282.1_2555
7	7	1	lcl|NC_009782.1_prot_WP_011446982.1_296	lcl|NC_009641.1_prot_WP_011446982.1_251	lcl|NC_002758.2_prot_WP_011446982.1_296	lcl|NC_017333.1_prot_WP_011446982.1_308	lcl|NC_002745.2_prot_WP_011446982.1_296	lcl|NC_007622.1_prot_WP_011446982.1_250	lcl|NC_007795.1_prot_YP_498854.1_238
5	5	1	lcl|NC_009782.1_prot_WP_011447039.1_2093	lcl|NC_009641.1_prot_WP_011447039.1_2156	lcl|NC_002758.2_prot_WP_011447039.1_2092	*	lcl|NC_002745.2_prot_WP_011447039.1_1976	*	lcl|NC_007795.1_prot_YP_500662.1_1978
7	7	1	lcl|NC_009782.1_prot_WP_011447043.1_2201	lcl|NC_009641.1_prot_WP_011447043.1_2253	lcl|NC_002758.2_prot_WP_011447043.1_2200	lcl|NC_017333.1_prot_WP_000372755.1_2178	lcl|NC_002745.2_prot_WP_011447043.1_2085	lcl|NC_007622.1_prot_WP_077670292.1_2086	lcl|NC_007795.1_prot_YP_500759.1_2070
7	7	1	lcl|NC_009782.1_prot_WP_011447044.1_2218	lcl|NC_009641.1_prot_WP_011447044.1_2270	lcl|NC_002758.2_prot_WP_011447044.1_2217	lcl|NC_017333.1_prot_WP_001190825.1_2195	lcl|NC_002745.2_prot_WP_011447044.1_2102	lcl|NC_007622.1_prot_WP_001801513.1_2103	lcl|NC_007795.1_prot_YP_500777.1_2087
7	7	1	lcl|NC_009782.1_prot_WP_011447051.1_2333	lcl|NC_009641.1_prot_WP_078061240.1_2386	lcl|NC_002758.2_prot_WP_011447051.1_2332	lcl|NC_017333.1_prot_WP_001807842.1_2324	lcl|NC_002745.2_prot_WP_011447051.1_2225	lcl|NC_007622.1_prot_WP_078062724.1_2214	lcl|NC_007795.1_prot_YP_500897.1_2200
7	7	1	lcl|NC_009782.1_prot_WP_011447058.1_2474	lcl|NC_009641.1_prot_WP_011447058.1_2525	lcl|NC_002758.2_prot_WP_011447058.1_2473	lcl|NC_017333.1_prot_WP_072460394.1_2461	lcl|NC_002745.2_prot_WP_011447058.1_2366	lcl|NC_007622.1_prot_WP_078062726.1_2353	lcl|NC_007795.1_prot_YP_501041.1_2336
7	7	1	lcl|NC_009782.1_prot_WP_011999034.1_2153	lcl|NC_009641.1_prot_WP_000206638.1_2218	lcl|NC_002758.2_prot_WP_000206624.1_2152	lcl|NC_017333.1_prot_WP_000206618.1_2150	lcl|NC_002745.2_prot_WP_000206625.1_2037	lcl|NC_007622.1_prot_WP_000206650.1_2029	lcl|NC_007795.1_prot_YP_500727.1_2039
7	7	1	lcl|NC_009782.1_prot_WP_012840500.1_104	lcl|NC_009641.1_prot_WP_078061238.1_55	lcl|NC_002758.2_prot_WP_012840500.1_104	lcl|NC_017333.1_prot_WP_074347664.1_119	lcl|NC_002745.2_prot_WP_012840500.1_104	lcl|NC_007622.1_prot_WP_078062690.1_50	lcl|NC_007795.1_prot_YP_498661.1_53
7	7	1	lcl|NC_009782.1_prot_WP_012840521.1_1835	lcl|NC_009641.1_prot_WP_011447028.1_1817	lcl|NC_002758.2_prot_WP_012840521.1_1834	lcl|NC_017333.1_prot_WP_072434776.1_1875	lcl|NC_002745.2_prot_WP_012840521.1_1718	lcl|NC_007622.1_prot_WP_011382322.1_1705	lcl|NC_007795.1_prot_YP_500330.1_1663
7	7	1	lcl|NC_009782.1_prot_WP_012840523.1_1920	lcl|NC_009641.1_prot_WP_011443643.1_1907	lcl|NC_002758.2_prot_WP_012840523.1_1919	lcl|NC_017333.1_prot_WP_016187363.1_1959	lcl|NC_002745.2_prot_WP_012840523.1_1803	lcl|NC_007622.1_prot_1791	lcl|NC_007795.1_prot_YP_500418.1_1746
7	7	1	lcl|NC_009782.1_prot_WP_014532666.1_2203	lcl|NC_009641.1_prot_WP_010956572.1_2255	lcl|NC_002758.2_prot_WP_014532666.1_2202	lcl|NC_017333.1_prot_WP_072435118.1_2180	lcl|NC_002745.2_prot_WP_014532666.1_2087	lcl|NC_007622.1_prot_WP_072435118.1_2088	lcl|NC_007795.1_prot_YP_500761.1_2072
7	7	1	lcl|NC_009782.1_prot_WP_015445860.1_1773	lcl|NC_009641.1_prot_WP_001820603.1_1756	lcl|NC_002758.2_prot_WP_015445860.1_1772	lcl|NC_017333.1_prot_WP_001834483.1_1814	lcl|NC_002745.2_prot_WP_015445860.1_1657	lcl|NC_007622.1_prot_WP_078062715.1_1644	lcl|NC_007795.1_prot_YP_500268.1_1604
7	7	1	lcl|NC_009782.1_prot_WP_015445861.1_1808	lcl|NC_009641.1_prot_WP_011443641.1_1791	lcl|NC_002758.2_prot_WP_015445861.1_1807	lcl|NC_017333.1_prot_WP_074347693.1_1849	lcl|NC_002745.2_prot_WP_015445861.1_1692	lcl|NC_007622.1_prot_WP_072433282.1_1679	lcl|NC_007795.1_prot_YP_500303.1_1639
7	7	1	lcl|NC_009782.1_prot_WP_015445903.1_2274	lcl|NC_009641.1_prot_WP_011447046.1_2325	lcl|NC_002758.2_prot_WP_015445903.1_2273	lcl|NC_017333.1_prot_WP_002869584.1_2250	lcl|NC_002745.2_prot_WP_015445903.1_2158	lcl|NC_007622.1_prot_WP_078062676.1_2157	lcl|NC_007795.1_prot_YP_500833.1_2141
7	7	1	lcl|NC_009782.1_prot_WP_015445917.1_2420	lcl|NC_009641.1_prot_WP_011447054.1_2472	lcl|NC_002758.2_prot_WP_015445917.1_2419	lcl|NC_017333.1_prot_WP_014532678.1_2408	lcl|NC_002745.2_prot_WP_015445917.1_2312	lcl|NC_007622.1_prot_WP_078062725.1_2296	lcl|NC_007795.1_prot_YP_500987.1_2286
5	5	1	lcl|NC_009782.1_prot_WP_016170465.1_988	lcl|NC_009641.1_prot_WP_001791752.1_908	lcl|NC_002758.2_prot_WP_016170465.1_987	*	lcl|NC_002745.2_prot_WP_016170465.1_872	*	lcl|NC_007795.1_prot_YP_499410.1_778
7	7	1	lcl|NC_009782.1_prot_WP_016170749.1_2214	lcl|NC_009641.1_prot_WP_001790610.1_2266	lcl|NC_002758.2_prot_WP_016170749.1_2213	lcl|NC_017333.1_prot_WP_001803909.1_2191	lcl|NC_002745.2_prot_WP_016170749.1_2098	lcl|NC_007622.1_prot_WP_078062674.1_2099	lcl|NC_007795.1_prot_YP_500773.1_2083
5	6	0.167	lcl|NC_009782.1_prot_WP_016266044.1_770	lcl|NC_009641.1_prot_WP_077443979.1_846,lcl|NC_009641.1_prot_WP_014362540.1_786	lcl|NC_002758.2_prot_WP_016266044.1_769	*	lcl|NC_002745.2_prot_WP_016266044.1_742	lcl|NC_007622.1_prot_WP_078062645.1_776	*
7	7	1	lcl|NC_009782.1_prot_WP_020977619.1_2789	lcl|NC_009641.1_prot_WP_000987949.1_2843	lcl|NC_002758.2_prot_WP_020977619.1_2788	lcl|NC_017333.1_prot_WP_001825991.1_2760	lcl|NC_002745.2_prot_WP_020977619.1_2680	lcl|NC_007622.1_prot_WP_078062685.1_2648	lcl|NC_007795.1_prot_YP_501360.1_2631
6	6	1	lcl|NC_009782.1_prot_WP_031760357.1_773	lcl|NC_009641.1_prot_WP_001790641.1_790	lcl|NC_002758.2_prot_WP_031760357.1_772	lcl|NC_017333.1_prot_WP_014936998.1_841	lcl|NC_002745.2_prot_WP_031760357.1_745	*	lcl|NC_007795.1_prot_YP_499297.1_669
7	7	1	lcl|NC_009782.1_prot_WP_031761395.1_1846	lcl|NC_009641.1_prot_WP_001789986.1_1827	lcl|NC_002758.2_prot_WP_031761395.1_1845	lcl|NC_017333.1_prot_WP_014937038.1_1885	lcl|NC_002745.2_prot_WP_031761395.1_1729	lcl|NC_007622.1_prot_WP_031901344.1_1714	lcl|NC_007795.1_prot_YP_500340.1_1672
7	7	1	lcl|NC_009782.1_prot_WP_031761401.1_1853	lcl|NC_009641.1_prot_WP_001789987.1_1834	lcl|NC_002758.2_prot_WP_031761401.1_1852	lcl|NC_017333.1_prot_WP_014937039.1_1892	lcl|NC_002745.2_prot_WP_031761401.1_1736	lcl|NC_007622.1_prot_WP_042852898.1_1721	lcl|NC_007795.1_prot_YP_500347.1_1679
7	7	1	lcl|NC_009782.1_prot_WP_031761406.1_1863	lcl|NC_009641.1_prot_WP_001791758.1_1844	lcl|NC_002758.2_prot_WP_031761406.1_1862	lcl|NC_017333.1_prot_WP_016186897.1_1902	lcl|NC_002745.2_prot_WP_031761406.1_1746	lcl|NC_007622.1_prot_WP_031789490.1_1732	lcl|NC_007795.1_prot_YP_500357.1_1689
7	7	1	lcl|NC_009782.1_prot_WP_031761471.1_1132	lcl|NC_009641.1_prot_WP_001790624.1_1054	lcl|NC_002758.2_prot_WP_031761471.1_1131	lcl|NC_017333.1_prot_WP_031774835.1_1119	lcl|NC_002745.2_prot_WP_031761471.1_1016	lcl|NC_007622.1_prot_WP_042852878.1_1007	lcl|NC_007795.1_prot_YP_499555.1_920
7	7	1	lcl|NC_009782.1_prot_WP_031761472.1_1341	lcl|NC_009641.1_prot_WP_001790530.1_1326	lcl|NC_002758.2_prot_WP_031761472.1_1340	lcl|NC_017333.1_prot_WP_001790530.1_1328	lcl|NC_002745.2_prot_WP_031761472.1_1225	lcl|NC_007622.1_prot_WP_031788481.1_1214	lcl|NC_007795.1_prot_YP_499764.1_1123
5	8	0.75	lcl|NC_009782.1_prot_WP_031761892.1_2245,lcl|NC_009782.1_prot_WP_031761892.1_2246	lcl|NC_009641.1_prot_WP_001790121.1_2297	lcl|NC_002758.2_prot_WP_031761892.1_2245,lcl|NC_002758.2_prot_WP_031761892.1_2244	*	lcl|NC_002745.2_prot_WP_031761892.1_2130,lcl|NC_002745.2_prot_WP_031761892.1_2129	*	lcl|NC_007795.1_prot_YP_500805.1_2113
7	7	1	lcl|NC_009782.1_prot_WP_031761989.1_2415	lcl|NC_009641.1_prot_WP_001790553.1_2468	lcl|NC_002758.2_prot_WP_031761989.1_2414	lcl|NC_017333.1_prot_WP_001790553.1_2403	lcl|NC_002745.2_prot_WP_031761989.1_2307	lcl|NC_007622.1_prot_WP_001790553.1_2292	lcl|NC_007795.1_prot_YP_500983.1_2282
7	7	1	lcl|NC_009782.1_prot_WP_031762133.1_2727	lcl|NC_009641.1_prot_WP_001789909.1_2780	lcl|NC_002758.2_prot_WP_031762133.1_2726	lcl|NC_017333.1_prot_WP_031774851.1_2702	lcl|NC_002745.2_prot_WP_031762133.1_2618	lcl|NC_007622.1_prot_WP_031845086.1_2588	lcl|NC_007795.1_prot_YP_501296.1_2569
7	7	1	lcl|NC_009782.1_prot_WP_031762180.1_1581	lcl|NC_009641.1_prot_WP_001803018.1_1574	lcl|NC_002758.2_prot_WP_031762180.1_1580	lcl|NC_017333.1_prot_WP_031774811.1_1563	lcl|NC_002745.2_prot_WP_031762180.1_1465	lcl|NC_007622.1_prot_WP_031785408.1_1458	lcl|NC_007795.1_prot_YP_500013.1_1358
7	7	1	lcl|NC_009782.1_prot_WP_031762189.1_248	lcl|NC_009641.1_prot_WP_001791654.1_200	lcl|NC_002758.2_prot_WP_031762189.1_248	lcl|NC_017333.1_prot_WP_001791654.1_258	lcl|NC_002745.2_prot_WP_031762189.1_248	lcl|NC_007622.1_prot_WP_042852396.1_200	lcl|NC_007795.1_prot_YP_498804.1_190
6	6	1	lcl|NC_009782.1_prot_WP_031762269.1_457	lcl|NC_009641.1_prot_WP_010956543.1_462	lcl|NC_002758.2_prot_WP_031762269.1_456	lcl|NC_017333.1_prot_523	lcl|NC_002745.2_prot_WP_031762269.1_429	*	lcl|NC_007795.1_prot_YP_498983.1_364
6	6	1	lcl|NC_009782.1_prot_WP_031762631.1_2092	lcl|NC_009641.1_prot_WP_001791821.1_2155	lcl|NC_002758.2_prot_WP_031762631.1_2091	*	lcl|NC_002745.2_prot_WP_031762631.1_1975	lcl|NC_007622.1_prot_293	lcl|NC_007795.1_prot_YP_500661.1_1977
5	5	1	lcl|NC_009782.1_prot_WP_031763544.1_2597	lcl|NC_009641.1_prot_WP_001795469.1_2649	lcl|NC_002758.2_prot_WP_031763544.1_2596	lcl|NC_017333.1_prot_WP_044555038.1_2582	lcl|NC_002745.2_prot_WP_031763544.1_2488	*	*
4	4	1	lcl|NC_009782.1_prot_WP_031807006.1_828	lcl|NC_009641.1_prot_WP_029727790.1_1232	lcl|NC_002758.2_prot_WP_031807006.1_827	*	lcl|NC_002745.2_prot_WP_031807006.1_800	*	*
7	7	1	lcl|NC_009782.1_prot_WP_031825880.1_323	lcl|NC_009641.1_prot_WP_011446984.1_285	lcl|NC_002758.2_prot_WP_031825880.1_323	lcl|NC_017333.1_prot_WP_072434905.1_334	lcl|NC_002745.2_prot_WP_031825880.1_323	lcl|NC_007622.1_prot_WP_078062628.1_274	lcl|NC_007795.1_prot_YP_498880.1_263
4	5	0.6	lcl|NC_009782.1_prot_WP_031885238.1_945	lcl|NC_009641.1_prot_WP_031765538.1_333	lcl|NC_002758.2_prot_WP_031885238.1_944	lcl|NC_017333.1_prot_WP_000592221.1_377,lcl|NC_017333.1_prot_WP_000592221.1_1619	*	*	*
7	7	1	lcl|NC_009782.1_prot_WP_031898830.1_261	lcl|NC_009641.1_prot_WP_011446981.1_213	lcl|NC_002758.2_prot_WP_031898830.1_261	lcl|NC_017333.1_prot_WP_075773761.1_271	lcl|NC_002745.2_prot_WP_031898830.1_261	lcl|NC_007622.1_prot_WP_078062697.1_213	lcl|NC_007795.1_prot_YP_498818.1_203
7	7	1	lcl|NC_009782.1_prot_WP_031929698.1_235	lcl|NC_009641.1_prot_WP_001790533.1_187	lcl|NC_002758.2_prot_WP_031929698.1_235	lcl|NC_017333.1_prot_WP_031774836.1_243	lcl|NC_002745.2_prot_WP_031762187.1_235	lcl|NC_007622.1_prot_WP_042852395.1_187	lcl|NC_007795.1_prot_YP_498790.1_177
4	4	1	lcl|NC_009782.1_prot_WP_031929699.1_863	lcl|NC_009641.1_prot_WP_001788408.1_859	lcl|NC_002758.2_prot_WP_031929699.1_862	*	lcl|NC_002745.2_prot_WP_001788408.1_812	*	*
5	5	1	lcl|NC_009782.1_prot_WP_069993647.1_2690	lcl|NC_009641.1_prot_WP_001822204.1_2743	lcl|NC_002758.2_prot_WP_069993647.1_2689	*	lcl|NC_002745.2_prot_WP_069993647.1_2581	*	lcl|NC_007795.1_prot_YP_501258.1_2534
6	6	1	lcl|NC_009782.1_prot_WP_071621343.1_114	lcl|NC_009641.1_prot_WP_071621343.1_65	lcl|NC_002758.2_prot_WP_071621343.1_114	lcl|NC_017333.1_prot_WP_016186757.1_127	lcl|NC_002745.2_prot_WP_071621343.1_114	lcl|NC_007622.1_prot_WP_078062692.1_60	*
6	6	1	lcl|NC_009782.1_prot_WP_071621345.1_403	lcl|NC_009641.1_prot_WP_001802787.1_434	lcl|NC_002758.2_prot_WP_071621345.1_403	lcl|NC_017333.1_prot_WP_071938128.1_483	lcl|NC_002745.2_prot_WP_071621345.1_402	lcl|NC_007622.1_prot_369	*
4	4	1	lcl|NC_009782.1_prot_WP_071621397.1_2130	lcl|NC_009641.1_prot_WP_071621397.1_2193	lcl|NC_002758.2_prot_WP_071621397.1_2129	*	lcl|NC_002745.2_prot_WP_001796827.1_2012	*	*
4	4	1	lcl|NC_009782.1_prot_WP_071621408.1_2638	lcl|NC_009641.1_prot_WP_071621408.1_2691	lcl|NC_002758.2_prot_WP_071621408.1_2637	*	lcl|NC_002745.2_prot_WP_071621408.1_2529	*	*
5	5	0.6	lcl|NC_009782.1_prot_WP_071621409.1_2182	lcl|NC_009641.1_prot_WP_071621409.1_2234	lcl|NC_002758.2_prot_WP_071621409.1_2181	*	lcl|NC_002745.2_prot_WP_071621409.1_2066	lcl|NC_007622.1_prot_WP_078062673.1_2084	*
6	6	1	lcl|NC_009782.1_prot_WP_071621411.1_2709	lcl|NC_009641.1_prot_WP_016187746.1_2762	lcl|NC_002758.2_prot_WP_071621411.1_2708	lcl|NC_017333.1_prot_2685	lcl|NC_002745.2_prot_WP_071621411.1_2600	lcl|NC_007622.1_prot_2570	*
4	4	1	lcl|NC_009782.1_prot_WP_072050172.1_2102	lcl|NC_009641.1_prot_WP_071621395.1_2166	lcl|NC_002758.2_prot_WP_072050172.1_2101	*	lcl|NC_002745.2_prot_WP_071621395.1_1985	*	*
7	7	1	lcl|NC_009782.1_prot_WP_072353785.1_322	lcl|NC_009641.1_prot_WP_011446983.1_284	lcl|NC_002758.2_prot_WP_072353785.1_322	lcl|NC_017333.1_prot_WP_011446983.1_333	lcl|NC_002745.2_prot_WP_072353785.1_322	lcl|NC_007622.1_prot_WP_011446983.1_273	lcl|NC_007795.1_prot_YP_498879.1_262
7	7	1	lcl|NC_009782.1_prot_WP_072353857.1_667	lcl|NC_009641.1_prot_WP_011446991.1_687	lcl|NC_002758.2_prot_WP_072353857.1_666	lcl|NC_017333.1_prot_WP_001826074.1_741	lcl|NC_002745.2_prot_WP_072353857.1_639	lcl|NC_007622.1_prot_WP_001826074.1_635	lcl|NC_007795.1_prot_YP_499193.1_568
7	7	1	lcl|NC_009782.1_prot_WP_072353889.1_1136	lcl|NC_009641.1_prot_WP_072353889.1_1058	lcl|NC_002758.2_prot_WP_072353889.1_1135	lcl|NC_017333.1_prot_WP_001807816.1_1122	lcl|NC_002745.2_prot_WP_072353889.1_1020	lcl|NC_007622.1_prot_WP_072491658.1_1011	lcl|NC_007795.1_prot_YP_499558.1_923
7	7	1	lcl|NC_009782.1_prot_WP_072362001.1_2732	lcl|NC_009641.1_prot_WP_011447074.1_2785	lcl|NC_002758.2_prot_WP_072362001.1_2731	lcl|NC_017333.1_prot_WP_074347708.1_2707	lcl|NC_002745.2_prot_WP_072362001.1_2623	lcl|NC_007622.1_prot_2593	lcl|NC_007795.1_prot_YP_501301.1_2574
7	7	1	lcl|NC_009782.1_prot_WP_072398116.1_1648	lcl|NC_009641.1_prot_WP_011447021.1_1642	lcl|NC_002758.2_prot_WP_072398116.1_1647	lcl|NC_017333.1_prot_WP_011447021.1_1701	lcl|NC_002745.2_prot_WP_072398116.1_1532	lcl|NC_007622.1_prot_WP_011447021.1_1530	lcl|NC_007795.1_prot_YP_500151.1_1494
7	7	1	lcl|NC_009782.1_prot_WP_072398278.1_2361	lcl|NC_009641.1_prot_WP_001790107.1_2416	lcl|NC_002758.2_prot_WP_072398278.1_2360	lcl|NC_017333.1_prot_WP_001826254.1_2353	lcl|NC_002745.2_prot_WP_072398278.1_2253	lcl|NC_007622.1_prot_WP_042852803.1_2244	lcl|NC_007795.1_prot_YP_500930.1_2230
7	7	1	lcl|NC_009782.1_prot_WP_072416042.1_2590	lcl|NC_009641.1_prot_WP_000128093.1_2642	lcl|NC_002758.2_prot_WP_072416042.1_2589	lcl|NC_017333.1_prot_WP_072434866.1_2575	lcl|NC_002745.2_prot_WP_072416042.1_2481	lcl|NC_007622.1_prot_WP_078062729.1_2466	lcl|NC_007795.1_prot_YP_501162.1_2444
7	7	1	lcl|NC_009782.1_prot_WP_075111477.1_1271	lcl|NC_009641.1_prot_WP_076035578.1_1256	lcl|NC_002758.2_prot_WP_075111477.1_1270	lcl|NC_017333.1_prot_WP_075773745.1_1258	lcl|NC_002745.2_prot_WP_075111477.1_1155	lcl|NC_007622.1_prot_WP_078055827.1_1144	lcl|NC_007795.1_prot_YP_499693.1_1054
4	4	1	lcl|NC_009782.1_prot_WP_077517344.1_1878	lcl|NC_009641.1_prot_WP_077442717.1_1859	lcl|NC_002758.2_prot_WP_077517344.1_1877	*	lcl|NC_002745.2_prot_WP_077517344.1_1761	*	*
5	5	0.6	lcl|NC_009782.1_prot_WP_078055730.1_1246	lcl|NC_009641.1_prot_WP_076035565.1_2095	lcl|NC_002758.2_prot_WP_078055730.1_1245	*	lcl|NC_002745.2_prot_WP_078055730.1_1130	lcl|NC_007622.1_prot_WP_078062627.1_228	*
4	4	1	lcl|NC_009782.1_prot_WP_078056045.1_510	lcl|NC_009641.1_prot_WP_071621347.1_516	lcl|NC_002758.2_prot_WP_078056045.1_509	*	lcl|NC_002745.2_prot_WP_071621347.1_482	*	*
5	5	0.6	lcl|NC_009782.1_prot_WP_078056047.1_818	lcl|NC_009641.1_prot_2083	lcl|NC_002758.2_prot_WP_078056047.1_817	*	lcl|NC_002745.2_prot_WP_078056047.1_790	lcl|NC_007622.1_prot_782	*
7	7	1	lcl|NC_009782.1_prot_WP_078056048.1_1253	lcl|NC_009641.1_prot_WP_000600047.1_1238	lcl|NC_002758.2_prot_WP_078056048.1_1252	lcl|NC_017333.1_prot_WP_086011957.1_1240	lcl|NC_002745.2_prot_WP_078056048.1_1137	lcl|NC_007622.1_prot_WP_078062710.1_1126	lcl|NC_007795.1_prot_YP_499673.1_1035
7	7	1	lcl|NC_009782.1_prot_WP_078056049.1_2195	lcl|NC_009641.1_prot_WP_072353927.1_2247	lcl|NC_002758.2_prot_WP_078056049.1_2194	lcl|NC_017333.1_prot_WP_072512340.1_2172	lcl|NC_002745.2_prot_WP_072414299.1_2079	lcl|NC_007622.1_prot_WP_078062722.1_2078	lcl|NC_007795.1_prot_YP_500753.1_2064
6	6	1	lcl|NC_009782.1_prot_WP_078056528.1_283	lcl|NC_009641.1_prot_WP_001791651.1_235	lcl|NC_002758.2_prot_WP_078056042.1_283	*	lcl|NC_002745.2_prot_WP_001792075.1_283	lcl|NC_007622.1_prot_WP_000471211.1_235	lcl|NC_007795.1_prot_YP_498838.1_223
6	6	1	*	lcl|NC_009641.1_prot_WP_001049959.1_1008	lcl|NC_002758.2_prot_1086	lcl|NC_017333.1_prot_WP_001049947.1_1074	lcl|NC_002745.2_prot_WP_001049950.1_971	lcl|NC_007622.1_prot_WP_001049957.1_960	lcl|NC_007795.1_prot_YP_499509.1_876
2	2	1	*	lcl|NC_009641.1_prot_WP_001549315.1_2360	lcl|NC_002774.1_prot_WP_010925589.1_2954	*	*	*	*
2	2	1	*	lcl|NC_009641.1_prot_1873	*	lcl|NC_017333.1_prot_1466	*	*	*
2	2	1	*	lcl|NC_009641.1_prot_WP_001790863.1_1917	*	lcl|NC_017333.1_prot_1990	*	*	*
3	3	1	*	lcl|NC_009641.1_prot_WP_000719181.1_1026	*	lcl|NC_017333.1_prot_2357	*	lcl|NC_007622.1_prot_WP_000758644.1_978	*
2	2	1	*	lcl|NC_009641.1_prot_237	*	lcl|NC_017333.1_prot_2510	*	*	*
3	3	1	*	lcl|NC_009641.1_prot_650	*	lcl|NC_017333.1_prot_707	*	lcl|NC_007622.1_prot_599	*
6	7	0.136	lcl|NC_009782.1_prot_WP_001792240.1_896	*	lcl|NC_002758.2_prot_WP_001792240.1_895	lcl|NC_017333.1_prot_936	lcl|NC_002745.2_prot_WP_001792240.1_853	lcl|NC_007622.1_prot_2083,lcl|NC_007622.1_prot_WP_078062661.1_1574	lcl|NC_007795.1_prot_YP_499393.1_761
5	8	0.625	*	lcl|NC_009641.1_prot_WP_000022735.1_321,lcl|NC_009641.1_prot_WP_000022735.1_2045,lcl|NC_009641.1_prot_WP_000022735.1_1150	*	lcl|NC_017333.1_prot_WP_000022727.1_1629,lcl|NC_017333.1_prot_WP_000022727.1_367	lcl|NC_002745.2_prot_WP_000111491.1_2006	lcl|NC_007622.1_prot_WP_000022724.1_1877	lcl|NC_007795.1_prot_YP_500076.1_1419
3	3	1	*	lcl|NC_009641.1_prot_WP_000070811.1_1916	*	lcl|NC_017333.1_prot_WP_000070813.1_1989	*	*	lcl|NC_007795.1_prot_YP_500427.1_1755
4	7	0.429	*	lcl|NC_009641.1_prot_2972	*	lcl|NC_017333.1_prot_WP_000121210.1_1367,lcl|NC_017333.1_prot_WP_014532515.1_2526,lcl|NC_017333.1_prot_WP_000121214.1_667,lcl|NC_017333.1_prot_WP_000121214.1_2363	*	lcl|NC_007622.1_prot_2538	lcl|NC_007795.1_prot_YP_501487.1_2754
3	3	1	*	lcl|NC_009641.1_prot_WP_000130764.1_42	*	lcl|NC_017333.1_prot_WP_000130759.1_109	*	*	lcl|NC_007795.1_prot_YP_498648.1_40
